measurement_sites,radius,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['5'],0.034539015833664644,False,0.0,2.875570976809943e-17,0.001192943614758137,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/5
['2'],0.26175583971203775,False,0.0,0.00019996225042520733,0.06851611962335401,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/2
['4'],0.2629071985633631,False,0.0,0.00020698604020971778,0.06912019505643562,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/4
['6'],0.30177923026266623,False,0.0,0.029338360387263257,0.09107070381792733,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/6
['1'],0.3259892269746711,False,0.0,0.05832966051946195,0.10626897610354362,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/1
['3'],0.5182502215398302,False,0.0,2.875570976809943e-17,0.2685832921260831,HxSolutionStatus.INFEASIBLE,,data/Alperovits/58b4070b/3
