measurement_sites,measurement_count,radius,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
[],0,0.1736534066866911,True,0.0,0.07119042862067929,0.030155505653893338,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/none
['5'],1,0.16683372406394792,True,0.0,0.08201475906057812,0.02783349148504552,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/5
['1'],1,0.168513062232124,True,0.0,0.07416233300868699,0.0283966521428477,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/1
['3'],1,0.1686978706820334,True,0.0,0.07140869470309016,0.028458971572652064,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/3
['6'],1,0.16996471736486815,True,0.0,0.07119040028953552,0.028888005148919524,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/6
['4'],1,0.1724166207278482,True,0.0,0.07119064232467434,0.029727491103210654,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/4
['2'],1,0.17365340853825975,True,0.0,0.07119042860303329,0.030155506296955743,HxSolutionStatus.OPTIMAL,,data/Alperovits/a7b4e7e7/2
