measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
[],0,1.5839109996772718,W_d,xd,1.5839109996772718,0.9517297945680377,0.2890962353722265,0.29016134995221216,True,0.0,-4.7040765069239394e-07,2.508774054898655,HxSolutionStatus.OPTIMAL,,data/Alperovits/94fae4e5
