measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['1'],1,0.22497922132557557,W_h,xd,1.534856531194481,1.1143554924337609,0.22497922132557557,0.18633251594836778,True,3.078388342014904e-07,-2.881817667267352e-07,2.355784571350355,HxSolutionStatus.FEASIBLE,,data/Alperovits/96c33027
