measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['1'],1,1.5259320880310094,W_d,xd,1.5259320880310094,1.1143555071670943,0.26379045481457786,0.21646337975733437,True,0.0,-4.089150578413516e-07,2.3284687372826762,HxSolutionStatus.FEASIBLE,,data/Alperovits/b45a3972
