measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['3'],1,1.562275463333378,W_d,xd,1.562275463333378,0.8782884703985387,0.43863817271061867,0.7373974965987922,True,0.0,-9.199427277996044e-07,2.440704623333521,HxSolutionStatus.OPTIMAL,,data/Alperovits/9f08a02a
