measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['6'],1,1.568420426235514,W_d,xd,1.568420426235514,0.951729903086119,0.30358104086787197,0.29016255885521064,True,0.0,-1.4222010166664485e-07,2.4599426334327914,HxSolutionStatus.OPTIMAL,,data/Alperovits/2391b28c
