measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
[],0,0.5663104751833763,C_h_fixed,xd,1.583910976255832,1.583910976255832,1.1326205523455888,0.5663104751833763,True,3.861521109538302e-07,-4.2321023627123107e-07,2.5087739807037037,HxSolutionStatus.OPTIMAL,,data/Alperovits/770c1792
