measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['2'],1,1.583910819184867,W_d,xd,1.583910819184867,1.0308195817378598,0.72112259404406,0.7470661866768813,True,0.0,-4.764850083838108e-08,2.508773483130876,HxSolutionStatus.OPTIMAL,,data/Alperovits/af29cf6b
