measurement_sites,measurement_count,radius,mode,method,W_d,C_d,W_h,C_h,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
['4'],1,1.568499148487234,W_d,xd,1.568499148487234,0.8561452906460211,0.4412243502265743,0.6771208439322398,True,0.0,-1.1575274236241735e-07,2.460189578805178,HxSolutionStatus.OPTIMAL,,data/Alperovits/24f32656
