measurement_sites,radius,success,max_violation,min_demand_viol,objective,solver_status,best_bound,output_dir
"['20', '21']",0.026572892572050557,True,0.0,4.0116967082616074e-08,0.0007061186196457394,HxSolutionStatus.OPTIMAL,,data/Kadu/f1022d62
